,BURGLARY,COMMON ASSAULT,LARCENY,ROBBERY - STREET,AUTO THEFT,AGG. ASSAULT,LARCENY FROM AUTO,SHOOTING,ROBBERY - RESIDENCE,ROBBERY - COMMERCIAL,ARSON,HOMICIDE,ROBBERY - CARJACKING,RAPE
2019-04-07,9,18,30,9,16,11,11,0,0,2,0.0,0.0,0.0,0.0
2019-04-08,13,29,32,7,10,10,19,2,1,1,0.0,0.0,1.0,2.0
2019-04-09,19,23,24,12,5,8,10,2,0,1,0.0,1.0,0.0,0.0
2019-04-10,24,30,30,3,11,25,12,3,3,1,0.0,3.0,0.0,1.0
2019-04-11,18,27,30,2,9,19,17,6,0,2,0.0,1.0,1.0,4.0
2019-04-12,18,25,34,10,16,8,11,1,1,2,0.0,0.0,1.0,1.0
2019-04-13,14,33,24,6,8,15,9,7,0,1,0.0,0.0,1.0,0.0
2019-04-14,5,22,22,4,6,16,11,1,1,4,0.0,1.0,1.0,1.0
2019-04-15,7,20,29,6,14,9,10,1,1,4,0.0,1.0,1.0,0.0
2019-04-16,12,14,25,4,14,21,14,2,0,1,0.0,1.0,2.0,3.0
2019-04-17,11,21,31,10,10,11,24,0,1,2,0.0,1.0,1.0,1.0
2019-04-18,11,20,38,5,11,15,21,2,1,2,0.0,0.0,2.0,0.0
2019-04-19,15,23,20,8,15,10,25,2,1,2,0.0,1.0,1.0,0.0
2019-04-20,9,25,16,7,10,9,19,2,4,0,0.0,0.0,1.0,0.0
2019-04-21,13,32,19,9,15,8,11,0,1,1,0.0,0.0,3.0,2.0
2019-04-22,17,23,35,6,13,14,9,0,2,1,0.0,1.0,2.0,2.0
2019-04-23,22,29,34,9,13,28,15,0,1,0,0.0,1.0,4.0,0.0
2019-04-24,13,23,23,6,10,15,11,4,0,2,0.0,2.0,0.0,0.0
2019-04-25,17,32,30,10,5,19,10,0,0,3,1.0,1.0,1.0,1.0
2019-04-26,20,19,40,7,5,22,9,2,1,3,2.0,2.0,0.0,1.0
2019-04-27,15,26,26,5,15,21,12,3,0,3,0.0,1.0,0.0,0.0
2019-04-28,11,21,25,4,10,16,15,11,1,3,2.0,1.0,1.0,1.0
2019-04-29,11,21,36,9,6,20,20,0,0,3,0.0,1.0,0.0,0.0
2019-04-30,12,22,40,11,12,13,14,5,0,4,0.0,1.0,0.0,2.0
2019-05-01,6,22,47,9,20,17,10,2,0,2,0.0,2.0,1.0,4.0
2019-05-02,13,23,24,10,6,12,16,0,0,2,0.0,0.0,3.0,2.0
2019-05-03,13,24,35,4,8,26,6,9,1,3,0.0,3.0,0.0,1.0
2019-05-04,6,24,28,10,9,23,14,2,0,2,0.0,3.0,1.0,2.0
2019-05-05,10,23,31,7,12,18,15,0,0,3,1.0,1.0,1.0,1.0
2019-05-06,26,24,36,10,3,11,14,3,2,5,1.0,0.0,3.0,1.0
2019-05-07,16,23,23,9,6,14,11,2,0,4,0.0,1.0,0.0,0.0
2019-05-08,19,28,32,11,12,9,11,2,1,3,0.0,0.0,1.0,0.0
2019-05-09,15,26,31,7,6,16,16,1,2,0,0.0,1.0,1.0,0.0
2019-05-10,13,32,27,16,8,17,15,4,0,1,0.0,3.0,1.0,2.0
2019-05-11,19,29,28,6,7,11,12,0,0,1,0.0,0.0,2.0,1.0
2019-05-12,10,22,21,7,4,9,13,1,1,1,0.0,0.0,0.0,2.0
2019-05-13,13,26,34,9,8,11,12,0,2,3,1.0,0.0,3.0,1.0
2019-05-14,18,15,28,9,12,14,15,1,0,7,1.0,3.0,2.0,0.0
2019-05-15,23,27,38,17,9,13,19,2,3,1,2.0,0.0,1.0,1.0
2019-05-16,14,18,32,6,15,18,15,2,2,3,0.0,1.0,0.0,0.0
2019-05-17,22,28,41,5,8,28,11,2,2,3,0.0,1.0,2.0,1.0
2019-05-18,13,37,29,13,9,30,16,3,1,1,0.0,1.0,1.0,1.0
2019-05-19,16,37,28,7,13,24,14,1,1,5,0.0,1.0,1.0,0.0
2019-05-20,18,25,38,14,13,17,11,2,0,0,0.0,1.0,3.0,0.0
2019-05-21,15,31,28,20,10,18,27,0,1,5,0.0,0.0,1.0,1.0
2019-05-22,15,24,44,23,13,21,12,6,0,2,0.0,1.0,1.0,0.0
2019-05-23,13,12,26,10,16,17,27,1,3,0,1.0,1.0,2.0,2.0
2019-05-24,22,21,49,11,16,15,16,1,0,0,0.0,0.0,2.0,0.0
2019-05-25,15,33,27,8,2,28,14,4,5,1,1.0,3.0,5.0,1.0
2019-05-26,8,27,25,5,7,17,8,1,0,1,2.0,0.0,0.0,0.0
2019-05-27,12,29,41,7,4,11,11,4,6,3,2.0,1.0,2.0,0.0
2019-05-28,16,17,35,15,18,21,17,6,1,2,0.0,1.0,1.0,2.0
2019-05-29,19,17,36,14,14,18,13,0,2,1,0.0,2.0,0.0,1.0
2019-05-30,18,23,35,10,6,13,14,0,0,1,0.0,1.0,2.0,0.0
2019-05-31,7,34,39,7,7,16,18,1,0,3,0.0,1.0,2.0,2.0
2019-06-01,31,29,42,11,15,22,16,5,1,0,1.0,1.0,0.0,3.0
2019-06-02,17,18,29,5,7,30,17,4,1,2,1.0,1.0,1.0,3.0
2019-06-03,17,29,32,21,10,16,16,0,0,2,0.0,1.0,0.0,1.0
2019-06-04,14,32,22,12,8,30,8,7,1,0,0.0,0.0,0.0,1.0
2019-06-05,14,30,28,10,10,15,16,2,3,1,0.0,0.0,2.0,0.0
2019-06-06,14,32,30,8,13,13,13,2,0,2,1.0,0.0,1.0,0.0
2019-06-07,13,40,26,7,11,15,14,0,2,1,0.0,1.0,2.0,0.0
2019-06-08,15,22,28,8,12,19,10,1,0,4,0.0,1.0,2.0,1.0
2019-06-09,15,17,24,10,6,12,11,2,1,1,0.0,2.0,2.0,0.0
2019-06-10,24,18,32,7,13,23,13,2,0,2,1.0,2.0,3.0,2.0
2019-06-11,14,26,39,5,8,14,16,3,0,4,0.0,1.0,1.0,1.0
2019-06-12,23,36,34,10,9,13,10,3,2,1,0.0,3.0,3.0,1.0
2019-06-13,19,25,34,5,10,13,16,0,1,2,0.0,3.0,1.0,0.0
2019-06-14,24,20,38,9,11,14,14,4,2,3,0.0,0.0,0.0,1.0
2019-06-15,13,18,29,8,9,13,18,2,0,1,1.0,0.0,4.0,1.0
2019-06-16,9,21,26,7,13,27,21,3,2,4,0.0,1.0,1.0,0.0
2019-06-17,13,26,34,7,17,36,16,8,1,1,0.0,1.0,1.0,3.0
2019-06-18,14,25,38,8,9,22,19,3,2,4,0.0,0.0,1.0,0.0
2019-06-19,19,28,31,4,7,27,17,1,0,0,0.0,1.0,4.0,1.0
2019-06-20,15,26,44,17,9,15,18,0,0,2,0.0,1.0,2.0,0.0
2019-06-21,17,13,38,3,12,22,11,1,1,4,0.0,0.0,1.0,0.0
2019-06-22,16,29,32,13,13,28,15,9,2,1,1.0,3.0,4.0,2.0
2019-06-23,12,23,24,4,11,28,12,2,1,6,0.0,0.0,2.0,1.0
2019-06-24,19,35,33,9,12,21,15,3,2,1,1.0,4.0,3.0,0.0
2019-06-25,16,26,37,8,12,27,25,1,0,3,0.0,1.0,0.0,0.0
2019-06-26,22,36,32,12,5,21,23,3,2,1,0.0,1.0,4.0,0.0
2019-06-27,11,15,33,6,7,23,23,3,0,0,0.0,2.0,3.0,1.0
2019-06-28,14,20,28,15,12,17,12,3,1,3,0.0,1.0,1.0,1.0
2019-06-29,13,16,29,9,11,24,17,2,0,2,2.0,0.0,3.0,3.0
2019-06-30,15,22,30,15,13,20,16,2,2,1,0.0,1.0,2.0,0.0
2019-07-01,16,21,29,13,20,24,19,5,1,0,0.0,0.0,2.0,1.0
2019-07-02,23,31,31,13,8,16,12,2,0,1,0.0,3.0,3.0,2.0
2019-07-03,14,18,26,9,9,9,19,1,2,3,0.0,2.0,1.0,1.0
2019-07-04,7,38,25,5,8,19,10,4,1,4,0.0,1.0,2.0,0.0
2019-07-05,18,29,33,17,12,21,17,3,1,2,0.0,1.0,0.0,0.0
2019-07-06,16,24,34,10,14,19,7,2,1,3,0.0,0.0,1.0,0.0
2019-07-07,12,23,26,10,12,29,14,0,2,1,0.0,0.0,0.0,1.0
2019-07-08,18,22,35,17,14,16,25,6,1,3,0.0,1.0,3.0,1.0
2019-07-09,17,25,27,7,8,25,17,3,1,0,0.0,1.0,3.0,1.0
2019-07-10,18,13,38,18,17,20,24,3,0,3,0.0,2.0,3.0,1.0
2019-07-11,13,11,25,11,6,19,24,5,2,2,1.0,4.0,1.0,0.0
2019-07-12,19,27,48,11,10,21,12,0,0,3,0.0,0.0,2.0,0.0
2019-07-13,8,22,41,7,9,7,20,1,2,2,1.0,1.0,3.0,3.0
2019-07-14,13,32,27,11,7,26,15,3,3,2,0.0,1.0,4.0,2.0
2019-07-15,26,19,44,7,16,27,22,5,0,1,1.0,2.0,4.0,2.0
2019-07-16,12,23,33,9,17,14,20,2,0,1,0.0,0.0,0.0,0.0
2019-07-17,12,21,26,15,15,13,17,0,0,4,0.0,0.0,2.0,2.0
2019-07-18,12,36,42,11,9,12,18,1,0,0,0.0,3.0,2.0,2.0
2019-07-19,11,19,46,19,17,17,22,1,2,2,0.0,2.0,0.0,2.0
2019-07-20,16,32,26,13,9,29,12,8,0,1,0.0,1.0,6.0,1.0
2019-07-21,16,23,24,10,18,20,24,5,1,2,0.0,1.0,2.0,3.0
2019-07-22,18,23,34,23,17,15,21,5,1,4,1.0,2.0,2.0,0.0
2019-07-23,18,21,38,9,12,12,18,0,4,1,0.0,1.0,4.0,1.0
2019-07-24,21,16,32,16,13,26,17,4,1,3,0.0,2.0,2.0,0.0
2019-07-25,20,22,38,10,8,19,24,3,1,2,1.0,0.0,1.0,0.0
2019-07-26,17,27,29,19,18,15,15,1,2,0,0.0,1.0,2.0,2.0
2019-07-27,20,24,34,24,11,21,19,5,2,0,0.0,3.0,1.0,1.0
2019-07-28,18,31,34,13,18,15,27,0,1,3,1.0,2.0,2.0,0.0
2019-07-29,10,16,29,10,16,12,19,5,1,2,2.0,0.0,2.0,2.0
2019-07-30,19,19,29,15,13,16,26,4,0,1,0.0,0.0,2.0,0.0
2019-07-31,10,24,32,8,12,11,21,0,4,1,0.0,0.0,2.0,0.0
2019-08-01,18,9,36,10,20,13,13,1,1,0,0.0,1.0,2.0,0.0
2019-08-02,13,20,18,11,8,14,20,3,0,5,0.0,0.0,1.0,1.0
2019-08-03,17,31,35,23,14,23,6,3,1,3,0.0,2.0,5.0,2.0
2019-08-04,9,22,27,7,11,19,14,0,2,0,0.0,0.0,0.0,0.0
2019-08-05,15,23,33,13,9,20,21,1,1,2,0.0,1.0,5.0,0.0
2019-08-06,18,18,33,20,14,10,15,1,3,2,0.0,2.0,6.0,1.0
2019-08-07,16,15,45,20,10,28,25,3,6,1,2.0,3.0,7.0,1.0
2019-08-08,18,25,32,12,10,21,24,5,1,0,0.0,0.0,4.0,1.0
2019-08-09,23,31,31,23,8,19,18,4,2,2,0.0,1.0,2.0,0.0
2019-08-10,14,28,52,15,7,19,18,3,0,2,1.0,0.0,3.0,1.0
2019-08-11,12,33,43,16,7,17,27,4,0,3,0.0,2.0,3.0,0.0
2019-08-12,19,35,28,17,12,18,21,3,1,2,2.0,3.0,4.0,0.0
2019-08-13,16,16,23,10,14,19,28,3,0,3,0.0,0.0,2.0,1.0
2019-08-14,16,19,23,8,12,14,26,2,1,0,1.0,1.0,2.0,1.0
2019-08-15,16,15,27,13,4,19,22,6,1,1,0.0,1.0,0.0,1.0
2019-08-16,18,18,26,14,15,10,20,2,1,1,0.0,1.0,0.0,0.0
2019-08-17,11,31,32,14,11,16,19,2,3,3,0.0,1.0,0.0,1.0
2019-08-18,9,23,22,9,13,13,23,1,4,1,0.0,1.0,0.0,1.0
2019-08-19,19,19,35,10,17,19,34,6,4,2,1.0,0.0,4.0,0.0
2019-08-20,13,14,43,14,11,19,28,4,3,5,1.0,1.0,2.0,1.0
2019-08-21,25,19,28,10,10,25,23,0,1,4,0.0,2.0,2.0,0.0
2019-08-22,16,20,24,11,7,14,23,2,1,3,0.0,0.0,5.0,0.0
2019-08-23,17,23,27,9,9,13,18,1,2,1,0.0,0.0,5.0,0.0
2019-08-24,10,20,27,13,2,29,26,2,1,0,0.0,1.0,1.0,0.0
2019-08-25,14,37,33,11,17,23,20,2,1,2,0.0,1.0,3.0,0.0
2019-08-26,13,18,26,9,9,12,18,3,1,2,0.0,1.0,0.0,0.0
2019-08-27,14,28,29,12,10,19,19,3,0,3,0.0,1.0,1.0,2.0
2019-08-28,18,24,30,10,5,30,21,5,1,0,0.0,0.0,0.0,0.0
2019-08-29,20,17,32,9,12,27,18,7,1,3,1.0,2.0,0.0,1.0
2019-08-30,22,27,36,16,12,20,16,4,0,1,1.0,1.0,5.0,2.0
2019-08-31,20,23,29,8,10,25,13,7,0,3,0.0,0.0,2.0,2.0
2019-09-01,21,31,34,10,8,27,15,3,1,3,0.0,0.0,1.0,1.0
2019-09-02,15,24,28,7,9,30,18,7,2,2,0.0,2.0,3.0,1.0
2019-09-03,23,24,28,8,5,21,16,7,2,1,0.0,2.0,1.0,1.0
2019-09-04,20,25,22,10,12,20,20,0,0,4,0.0,4.0,1.0,1.0
2019-09-05,18,27,40,15,6,11,17,0,0,1,0.0,2.0,1.0,3.0
2019-09-06,13,24,25,6,6,18,19,3,1,2,0.0,1.0,1.0,1.0
2019-09-07,15,28,28,8,9,6,22,1,1,2,0.0,1.0,4.0,1.0
2019-09-08,15,25,34,12,11,18,23,5,0,3,0.0,1.0,5.0,0.0
2019-09-09,12,26,29,11,3,13,17,3,1,1,0.0,1.0,5.0,1.0
2019-09-10,26,19,23,13,12,17,16,1,3,4,2.0,0.0,3.0,1.0
2019-09-11,15,23,25,16,10,19,21,2,0,2,0.0,1.0,0.0,1.0
2019-09-12,21,28,38,16,10,16,11,1,1,1,0.0,0.0,5.0,1.0
2019-09-13,23,30,26,12,13,27,43,1,0,2,1.0,1.0,4.0,0.0
2019-09-14,14,28,24,13,17,21,23,0,1,1,0.0,1.0,1.0,1.0
2019-09-15,10,29,34,15,9,13,40,0,0,2,0.0,1.0,4.0,1.0
2019-09-16,15,21,32,15,11,18,13,0,3,1,0.0,0.0,2.0,0.0
2019-09-17,14,16,35,10,12,12,11,4,1,2,0.0,0.0,1.0,0.0
2019-09-18,14,26,30,13,8,10,17,1,1,4,1.0,1.0,2.0,1.0
2019-09-19,17,27,28,18,13,9,17,1,0,1,1.0,2.0,1.0,0.0
2019-09-20,25,21,38,7,13,17,19,1,0,1,0.0,0.0,1.0,0.0
2019-09-21,7,40,31,14,12,18,21,2,2,1,0.0,0.0,5.0,1.0
2019-09-22,14,22,20,9,8,22,17,5,0,1,0.0,1.0,3.0,0.0
2019-09-23,20,23,27,7,13,8,25,0,2,3,1.0,0.0,1.0,2.0
2019-09-24,16,24,29,16,10,24,32,3,4,1,0.0,2.0,3.0,1.0
2019-09-25,25,27,26,14,10,16,17,1,1,1,1.0,1.0,0.0,1.0
2019-09-26,14,23,39,11,13,5,14,1,1,0,0.0,1.0,1.0,1.0
2019-09-27,20,31,19,14,6,15,18,5,1,2,0.0,1.0,0.0,0.0
2019-09-28,17,27,27,11,9,22,18,3,0,1,0.0,2.0,2.0,1.0
2019-09-29,13,35,32,13,8,15,21,0,0,1,0.0,0.0,0.0,1.0
2019-09-30,24,30,31,7,14,13,19,1,0,3,0.0,1.0,0.0,0.0
2019-10-01,21,21,43,11,7,20,15,0,2,2,0.0,0.0,2.0,2.0
2019-10-02,13,20,29,13,12,19,16,2,2,3,2.0,1.0,2.0,1.0
2019-10-03,13,19,29,13,11,7,17,1,0,5,0.0,0.0,3.0,1.0
2019-10-04,21,39,38,7,15,16,8,2,2,2,0.0,1.0,1.0,1.0
2019-10-05,13,21,22,12,11,20,6,3,1,0,0.0,0.0,0.0,1.0
2019-10-06,12,32,12,11,17,23,19,2,1,1,0.0,0.0,1.0,0.0
2019-10-07,15,27,32,9,5,17,21,3,1,3,0.0,2.0,1.0,1.0
2019-10-08,13,19,29,10,9,20,11,3,0,3,0.0,2.0,3.0,1.0
2019-10-09,17,22,35,10,5,14,8,4,0,0,0.0,2.0,1.0,1.0
2019-10-10,14,15,27,14,4,16,16,2,4,2,0.0,3.0,1.0,0.0
2019-10-11,9,16,30,6,13,15,15,0,0,3,0.0,0.0,3.0,0.0
2019-10-12,15,26,32,9,8,16,16,12,0,2,0.0,4.0,1.0,1.0
2019-10-13,6,40,25,14,11,17,19,0,2,3,1.0,1.0,3.0,2.0
2019-10-14,16,15,29,11,7,12,20,2,3,1,0.0,1.0,2.0,1.0
2019-10-15,19,14,32,8,10,17,12,3,0,1,0.0,0.0,0.0,0.0
2019-10-16,12,16,22,11,7,12,12,2,0,1,0.0,0.0,1.0,2.0
2019-10-17,13,16,37,8,7,11,21,1,4,2,0.0,2.0,1.0,0.0
2019-10-18,14,14,37,2,10,17,16,4,2,2,1.0,0.0,2.0,2.0
2019-10-19,14,31,25,13,10,13,15,3,0,5,0.0,2.0,0.0,0.0
2019-10-20,15,25,18,22,8,12,16,1,0,2,1.0,0.0,0.0,1.0
2019-10-21,13,19,27,12,7,17,18,1,4,4,0.0,0.0,1.0,0.0
2019-10-22,12,20,24,2,12,9,19,1,0,3,0.0,0.0,2.0,1.0
2019-10-23,17,17,30,5,8,19,12,2,2,2,0.0,1.0,1.0,0.0
2019-10-24,20,16,32,5,9,13,17,1,1,3,0.0,1.0,2.0,1.0
2019-10-25,19,15,27,5,8,13,23,2,0,4,0.0,0.0,1.0,0.0
2019-10-26,12,23,34,15,12,11,18,0,1,2,0.0,0.0,2.0,0.0
2019-10-27,8,19,25,9,10,11,22,0,2,4,0.0,1.0,2.0,0.0
2019-10-28,24,25,24,13,19,19,22,4,3,1,0.0,2.0,3.0,1.0
2019-10-29,15,22,30,9,9,19,16,2,0,2,0.0,2.0,2.0,2.0
2019-10-30,13,21,24,6,6,14,11,1,0,2,1.0,0.0,6.0,2.0
2019-10-31,19,22,37,12,8,19,12,5,3,4,0.0,1.0,0.0,0.0
2019-11-01,14,26,46,7,10,21,11,2,3,1,1.0,0.0,0.0,2.0
2019-11-02,11,16,17,6,13,20,17,2,2,0,1.0,1.0,2.0,1.0
2019-11-03,8,25,25,15,9,11,12,0,2,3,1.0,0.0,2.0,1.0
2019-11-04,15,24,24,11,13,19,12,3,2,5,0.0,2.0,1.0,0.0
2019-11-05,22,20,23,11,10,11,8,4,1,2,0.0,3.0,3.0,0.0
2019-11-06,15,22,27,10,7,9,19,2,0,5,0.0,2.0,3.0,0.0
2019-11-07,11,19,18,13,18,17,26,2,1,2,0.0,2.0,3.0,1.0
2019-11-08,9,21,32,11,8,14,29,0,1,0,0.0,0.0,0.0,0.0
2019-11-09,9,16,28,11,6,18,12,1,2,6,0.0,1.0,0.0,0.0
2019-11-10,17,25,29,7,8,13,19,0,1,2,0.0,0.0,2.0,0.0
2019-11-11,15,20,26,1,14,25,12,5,3,2,0.0,0.0,1.0,2.0
2019-11-12,23,18,30,9,13,11,36,1,2,1,0.0,0.0,4.0,0.0
2019-11-13,19,25,28,12,6,9,18,1,0,1,0.0,2.0,2.0,0.0
2019-11-14,22,18,26,14,11,19,13,4,0,3,1.0,3.0,0.0,0.0
2019-11-15,11,14,24,16,9,8,21,1,1,0,0.0,1.0,2.0,1.0
2019-11-16,23,27,19,10,9,10,11,4,0,2,0.0,0.0,2.0,0.0
2019-11-17,12,22,39,8,9,17,15,2,0,0,0.0,2.0,4.0,0.0
2019-11-18,17,20,21,5,7,14,15,0,0,3,0.0,2.0,0.0,0.0
2019-11-19,13,31,25,11,11,9,15,0,0,5,0.0,0.0,1.0,2.0
2019-11-20,13,15,34,9,9,13,17,0,0,3,0.0,1.0,1.0,3.0
2019-11-21,22,19,22,6,6,9,14,0,0,1,0.0,2.0,0.0,0.0
2019-11-22,18,22,38,6,7,11,25,1,2,0,0.0,0.0,1.0,1.0
2019-11-23,8,17,22,12,15,8,12,0,2,0,2.0,0.0,0.0,1.0
2019-11-24,13,25,17,4,4,11,6,2,0,6,0.0,1.0,3.0,0.0
2019-11-25,12,22,28,6,11,12,10,0,0,1,0.0,1.0,1.0,1.0
2019-11-26,13,17,32,7,9,12,17,1,1,2,0.0,0.0,2.0,1.0
2019-11-27,18,27,33,8,11,11,21,0,1,1,1.0,0.0,4.0,1.0
2019-11-28,11,17,19,3,5,13,7,1,7,2,0.0,1.0,1.0,1.0
2019-11-29,12,19,24,5,11,7,13,1,2,1,0.0,0.0,3.0,2.0
2019-11-30,19,15,14,6,5,11,18,1,2,3,0.0,1.0,2.0,2.0
2019-12-01,7,18,26,2,12,11,9,3,0,1,3.0,0.0,3.0,0.0
2019-12-02,16,18,34,3,11,13,18,2,3,2,1.0,0.0,1.0,1.0
2019-12-03,8,16,32,9,20,6,18,1,1,2,0.0,3.0,1.0,1.0
2019-12-04,14,15,26,7,9,12,17,1,1,0,0.0,0.0,2.0,0.0
2019-12-05,16,21,30,1,9,8,12,0,0,1,0.0,0.0,1.0,1.0
2019-12-06,21,23,41,13,5,12,15,2,0,7,4.0,1.0,1.0,0.0
2019-12-07,9,18,35,3,12,10,17,3,0,4,2.0,2.0,2.0,0.0
2019-12-08,9,19,17,8,14,16,15,2,1,0,1.0,2.0,3.0,0.0
2019-12-09,14,15,30,6,13,7,14,0,0,2,3.0,0.0,2.0,0.0
2019-12-10,16,13,36,8,10,18,13,2,8,1,0.0,1.0,1.0,1.0
2019-12-11,11,17,25,5,15,25,9,5,2,1,1.0,0.0,1.0,0.0
2019-12-12,8,30,25,5,13,12,7,1,0,1,2.0,0.0,0.0,0.0
2019-12-13,15,22,39,5,11,8,10,1,2,2,0.0,3.0,2.0,0.0
2019-12-14,14,16,20,8,10,14,11,1,3,0,0.0,1.0,0.0,0.0
2019-12-15,15,24,36,15,9,15,16,2,2,0,0.0,0.0,1.0,1.0
2019-12-16,9,15,34,4,14,9,6,1,2,4,0.0,0.0,0.0,1.0
2019-12-17,20,27,33,12,11,12,11,5,1,0,0.0,3.0,1.0,0.0
2019-12-18,14,16,36,2,11,16,8,1,0,0,0.0,2.0,1.0,0.0
2019-12-19,7,20,27,6,8,12,12,0,1,1,0.0,1.0,2.0,1.0
2019-12-20,7,16,30,7,7,22,12,5,0,5,0.0,0.0,2.0,0.0
2019-12-21,13,19,32,5,6,13,12,2,1,2,1.0,2.0,4.0,0.0
2019-12-22,8,17,26,6,8,15,13,8,3,2,1.0,2.0,1.0,0.0
2019-12-23,7,18,21,7,12,9,14,0,2,4,0.0,0.0,1.0,0.0
2019-12-24,17,16,37,12,9,14,12,1,1,0,0.0,0.0,1.0,0.0
2019-12-25,16,33,19,4,11,8,9,2,2,1,1.0,0.0,1.0,1.0
2019-12-26,6,12,22,5,5,13,13,2,1,0,0.0,4.0,0.0,1.0
2019-12-27,13,17,37,3,7,19,12,2,3,0,0.0,0.0,2.0,0.0
2019-12-28,12,21,19,3,17,13,11,1,2,0,0.0,1.0,0.0,0.0
2019-12-29,6,16,29,8,8,12,13,0,1,1,0.0,0.0,1.0,1.0
2019-12-30,12,25,20,7,8,11,13,3,0,1,0.0,4.0,4.0,0.0
2019-12-31,6,15,27,4,7,19,12,3,3,3,0.0,1.0,1.0,2.0
2020-01-01,16,26,28,10,12,16,8,2,6,0,1.0,0.0,1.0,0.0
2020-01-02,18,19,23,5,6,18,9,2,0,1,0.0,2.0,4.0,1.0
2020-01-03,13,24,37,1,10,11,11,2,4,2,0.0,0.0,5.0,1.0
2020-01-04,11,22,14,9,16,7,8,0,0,0,0.0,0.0,1.0,0.0
2020-01-05,6,18,23,0,9,5,6,1,2,1,0.0,1.0,3.0,0.0
2020-01-06,9,20,22,4,9,12,11,1,1,2,0.0,1.0,3.0,0.0
2020-01-07,13,17,26,8,6,14,9,1,6,2,0.0,1.0,2.0,2.0
2020-01-08,12,17,26,5,5,8,9,0,1,0,0.0,0.0,6.0,0.0
2020-01-09,10,13,27,4,6,8,9,1,0,1,0.0,1.0,1.0,0.0
2020-01-10,12,24,31,8,12,11,23,0,3,5,1.0,0.0,1.0,0.0
2020-01-11,11,21,31,9,9,13,15,6,3,4,0.0,5.0,5.0,0.0
2020-01-12,9,14,39,8,4,16,14,4,3,1,0.0,0.0,2.0,0.0
2020-01-13,14,23,19,9,12,7,23,2,3,1,0.0,0.0,2.0,0.0
2020-01-14,13,28,30,11,10,12,12,1,1,6,0.0,2.0,0.0,0.0
2020-01-15,10,25,34,8,10,7,9,1,1,2,0.0,2.0,3.0,0.0
2020-01-16,14,25,26,8,8,11,18,0,3,1,0.0,0.0,1.0,1.0
2020-01-17,13,13,21,6,10,12,8,1,0,1,0.0,1.0,0.0,1.0
2020-01-18,8,21,21,13,11,12,11,0,1,2,0.0,2.0,1.0,1.0
2020-01-19,7,32,14,5,4,18,5,1,0,2,0.0,0.0,1.0,0.0
2020-01-20,18,10,22,6,9,13,13,2,0,2,0.0,0.0,1.0,2.0
2020-01-21,9,22,27,6,12,8,13,2,1,2,0.0,3.0,4.0,1.0
2020-01-22,12,19,24,7,8,6,12,0,2,2,0.0,0.0,0.0,0.0
2020-01-23,3,14,22,6,10,13,9,1,2,1,0.0,1.0,5.0,1.0
2020-01-24,9,23,27,11,11,18,19,2,2,2,0.0,0.0,3.0,1.0
2020-01-25,11,17,16,9,8,6,6,1,2,3,0.0,0.0,5.0,0.0
2020-01-26,8,16,19,5,12,16,13,1,2,0,1.0,1.0,2.0,0.0
2020-01-27,17,20,23,12,7,12,11,0,1,2,0.0,0.0,2.0,0.0
2020-01-28,12,26,36,5,10,10,11,1,1,2,0.0,1.0,0.0,0.0
2020-01-29,21,25,25,5,10,10,18,1,2,2,0.0,0.0,0.0,1.0
2020-01-30,10,26,32,4,11,8,10,0,3,1,0.0,2.0,2.0,2.0
2020-01-31,13,19,26,7,11,13,13,1,0,0,1.0,0.0,1.0,0.0
2020-02-01,12,30,27,10,11,9,16,0,2,0,0.0,0.0,0.0,1.0
2020-02-02,5,22,20,12,8,12,12,1,1,3,0.0,1.0,1.0,2.0
2020-02-03,8,26,29,9,12,11,17,2,2,3,0.0,1.0,1.0,0.0
2020-02-04,11,18,18,7,7,6,12,0,3,3,0.0,0.0,2.0,0.0
2020-02-05,14,19,27,7,11,8,15,1,0,3,0.0,1.0,0.0,0.0
2020-02-06,15,17,26,9,6,13,11,0,1,1,0.0,0.0,0.0,1.0
2020-02-07,18,24,24,4,11,18,13,3,0,2,0.0,3.0,1.0,0.0
2020-02-08,12,14,23,10,12,20,7,7,3,2,0.0,0.0,1.0,0.0
2020-02-09,11,24,20,5,5,20,8,2,4,0,1.0,1.0,0.0,1.0
2020-02-10,15,27,20,3,6,8,20,1,5,1,0.0,7.0,1.0,0.0
2020-02-11,14,28,37,5,9,6,20,1,0,4,0.0,0.0,2.0,0.0
2020-02-12,15,26,23,5,7,16,11,3,1,1,1.0,1.0,0.0,0.0
2020-02-13,9,13,30,9,9,7,16,2,0,1,0.0,1.0,1.0,0.0
2020-02-14,14,21,33,14,13,19,16,0,0,1,0.0,0.0,1.0,0.0
2020-02-15,6,25,19,4,10,20,8,4,0,1,0.0,0.0,3.0,2.0
2020-02-16,6,22,18,9,8,13,18,0,2,0,0.0,1.0,0.0,1.0
2020-02-17,9,23,28,7,7,25,18,4,2,0,1.0,0.0,3.0,0.0
2020-02-18,12,17,24,7,7,24,7,6,3,2,0.0,0.0,0.0,0.0
2020-02-19,15,10,24,11,11,10,15,2,1,3,0.0,1.0,0.0,0.0
2020-02-20,10,18,20,10,7,10,7,1,1,2,1.0,0.0,1.0,0.0
2020-02-21,19,16,27,9,11,6,12,0,1,3,0.0,0.0,2.0,0.0
2020-02-22,9,21,29,7,7,11,17,0,3,0,0.0,0.0,0.0,1.0
